"","NewTitle","Release_Date.x","Number","Movie_Title","Movie_Type","National_Spectator_Number","Running_Time","Revenue","Spectator_Number","Screen_Number","Play_Number","Movie_Category","Release_Date.y","Nationality_First","Distributor","Movie_Rate","Genre_Name","Genre1","Genre3","Genre3","Director_Name","Director1","Director3","Director3","Actor_Name","Actor1","Actor3","Actor3"
"3809","팜므파탈",2004-11-17,"1,871 ","팜므 파탈","장편",42000,110,191690000,29489,42,1779,"일반영화","2004-11-17","프랑스","(주)시네마서비스","18세관람가",1,"범죄","","",1,"브라이언 드 팔마","","",1,"안토니오 반데라스","",""
"3342","천국에다녀온소년",2014-06-12,"1,872 ","천국에 다녀온 소년","장편",41957,99,300249500,41957,43,2095,"일반영화","2014-06-12","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","전체관람가",1,"드라마","","",1,"랜달 월러스","","",3,"그렉 키니어","켈리 라일리","코너 코롬"
"352","극장전",2005-05-26,"1,873 ","극장전","장편",41919,89,262191500,39407,28,2301,"다양성영화","2005-05-26","한국","영화사청어람(주)","18세관람가",1,"드라마","","",1,"홍상수","","",8,"김상경","이승아","이기우"
"329","그레이트뷰티",2014-06-12,"1,874 ","그레이트 뷰티","장편",41891,141,330489373,42879,61,1751,"다양성영화","2014-06-12","이탈리아","(주)영화사 진진","청소년관람불가",1,"드라마","","",1,"파올로 소렌티노","","",1,"토니 세르빌로","",""
"1190","리틀러너",2007-03-14,"1,875 ","리틀 러너","장편",41727,98,234611600,40384,133,4747,"다양성영화","2007-03-14","캐나다","(주)엠케이픽처스","12세이상관람가",2,"드라마","코미디","",1,"마이클 맥고완","","",3,"애덤 버처","캠벨 스코트","고든 핀센트"
"989","라스트프로포즈",2009-03-05,"1,876 ","라스트프로포즈","장편",41620,96,268282000,40973,154,5755,"일반영화","2009-03-05","홍콩","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가",1,"멜로/로맨스","","",1,"유위강","","",2,"유덕화","서기",""
"482","나쁜이웃들",2014-07-03,"1,877 ","나쁜 이웃들 ","장편",41301,97,342630700,42335,129,2344,"일반영화","2014-07-03","미국","유니버설픽쳐스인터내셔널 코리아(유)","청소년관람불가",1,"코미디","","",1,"니콜라스 스톨러","","",4,"세스 로건","로즈 번","잭 에프런"
"2166","스니치",2013-05-09,"1,878 ","스니치","장편",41242,111,288292500,41480,153,3273,"일반영화","2013-05-09","미국","(주)마인스 엔터테인먼트","15세이상관람가",1,"액션","","",1,"릭 로만 워프","","",2,"드웨인 존슨","수잔 서랜든",""
"1800","블레임인류멸망2011",2009-02-26,"1,879 ","블레임 : 인류멸망 2011","장편",41209,138,261959500,40595,121,3557,"일반영화","2009-02-26","일본","싸이더스 픽쳐스","12세이상관람가",3,"SF","액션","스릴러",1,"제제 다카히사","","",5,"츠마부키 사토시","단 레이","이케와키 치즈루"
"836","도쿄",2008-10-23,"1,880 ","도쿄!","옴니버스",41198,111,278440500,41572,52,2267,"다양성영화","2008-10-23","일본","싸이더스 픽쳐스","15세이상관람가",1,"드라마","","",3,"봉준호","미셸 공드리","레오 까락스",7,"아오이 유우","카세 료","후지타니 아야코"
"3295","진짜로일어날지도몰라기적",2011-12-22,"1,881 ","진짜로 일어날지도 몰라 기적","장편",41172,128,320373900,41386,42,1404,"다양성영화","2011-12-22","일본","㈜미로비젼","전체관람가",1,"드라마","","",1,"고레에다 히로카즈","","",1,"오다기리 조","",""
"843","도화선",2008-06-12,"1,882 ","도화선","장편",40978,87,223746000,40090,136,4895,"일반영화","2008-06-12","홍콩","㈜스튜디오이쩜영","청소년관람불가",1,"액션","","",1,"엽위신","","",3,"견자단","고천락","예성"
"2836","와인미라클",2008-11-13,"1,883 ","와인 미라클","장편",40842,108,236592000,40570,107,3592,"일반영화","2008-11-13","미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",2,"코미디","드라마","",1,"랜덜 밀러","","",2,"알란 릭맨","빌 풀만",""
"4038","하트브레이커",2012-04-19,"1,884 ","하트 브레이커","장편",40793,104,297119000,40872,176,4188,"다양성영화","2012-04-19","프랑스","씨너스엔터테인먼트(주)","15세이상관람가",2,"코미디","멜로/로맨스","",1,"파스칼 쇼메유","","",3,"로맹 뒤리스","바네사 파라디","줄리 페리어"
"2037","세인트클라우드",2011-01-13,"1,885 ","세인트 클라우드","장편",40766,99,304965000,40766,179,4641,"일반영화","2011-01-13","미국","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가",2,"멜로/로맨스","판타지","",1,"버 스티어스","","",1,"잭 애프론","",""
"1642","번애프터리딩",2009-03-26,"1,886 ","번 애프터 리딩","장편",40604,95,277595500,39898,52,2857,"일반영화","2009-03-26","미국","(주)성원아이컴","청소년관람불가",2,"코미디","범죄","",2,"조엘 코엔","에단 코엔","",3,"조지 클루니","브래드 피트","프란시스 맥도먼드"
"1253","마오의라스트댄서",2011-04-28,"1,887 ","마오의 라스트 댄서","장편",40519,107,284739000,40519,171,4430,"다양성영화","2011-04-28","호주","(주)에스비에스콘텐츠허브","전체관람가",1,"드라마","","",1,"브루스 베레스포드","","",1,"츠 차오","",""
"78","G포스기니피그특공대",2010-04-22,"1,888 ","G-포스: 기니피그 특공대","장편",40161,90,405615000,39522,82,2411,"일반영화","2010-04-22","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가",3,"가족","어드벤처","액션",1,"호이트 예이트만","","",8,"윌 아넷","빌 나이히","자크 갈리피아나키스"
"640","누들",2008-08-14,"1,889 ","누들","장편",40094,100,270247500,40219,13,1479,"다양성영화","2008-08-14","이스라엘","프리비젼엔터테인먼트","전체관람가",1,"드라마","","",1,"아일레트 메나헤미","","",2,"밀리 아비탈","바오치 첸",""
"3686","토마스와친구들극장판",2009-04-09,"1,890 ","토마스와 친구들 - 극장판","장편",40058,61,234506500,39765,68,2133,"일반영화","2009-04-09","영국","(주)코카반","전체관람가",2,"애니메이션","가족","",1,"스티브 애스퀴스","","",1,"피어스 브로스넌","",""
"1987","샤크보이와라바걸의모험3D",2005-07-21,"1,891 ","샤크보이와 라바걸의 모험 : 3-D","장편",39943,92,200247000,33934,52,1721,"일반영화","2005-07-21","미국","소니픽쳐스릴리징코리아","전체관람가",4,"SF","액션","판타지",1,"로버트 로드리게즈","","",2,"테일러 로트너","테일러 둘리",""
"4218","훈장과악동들",2011-10-27,"1,892 ","훈장과 악동들","장편",39916,92,213784000,39916,18,513,"다양성영화","2011-10-27","한국","어뮤즈","전체관람가",1,"다큐멘터리","","",1,"김봉곤","","",23,"송규호","송영준","김환"
"3151","잘알지도못하면서",2009-05-14,"1,893 ","잘 알지도 못하면서","장편",39914,126,273185500,39419,30,2260,"다양성영화","2009-05-14","한국","(주)스폰지이엔티","청소년관람불가",2,"드라마","멜로/로맨스","",1,"홍상수","","",8,"고현정","김태우","엄지원"
"2036","세이프헤이븐",2013-11-06,"1,894 ","세이프 헤이븐","장편",39731,116,288919000,40815,133,2621,"다양성영화","2013-11-06","미국","(주)팝엔터테인먼트","15세이상관람가",2,"멜로/로맨스","드라마","",1,"라세 할스트롬","","",3,"조쉬 더하멜","줄리안 허프","코비 스멀더스"
"2209","스테이",2005-11-03,"1,895 ","스테이","장편",39600,99,199788000,31127,56,1691,"일반영화","2005-11-03","미국","이십세기폭스필름코퍼레이션","15세관람가",2,"드라마","스릴러","",1,"마크 포스터","","",2,"이완 맥그리거","나오미 왓츠",""
"603","노다메칸타빌레최종악장",2011-01-13,"1,896 ","노다메 칸타빌레 최종악장","장편",39585,122,289590500,39585,31,2248,"다양성영화","2011-01-13","일본","㈜미로비젼,아뮤즈코리아(주)","12세이상관람가",1,"드라마","","",2,"카와무라 야스히로","타케우치 히데키","",2,"타마키 히로시","우에노 주리",""
"3108","인피니트콘서트세컨드인베이전에볼루션더무비3D",2012-10-18,"1,897 ","인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D","장편",39577,98,412379000,39577,84,1021,"일반영화","2012-10-18","한국","골든타이드픽처스(주)","전체관람가",2,"공연","다큐멘터리","",1,"손석","","",0,"","",""
"2229","스트리트댄스2라틴배틀",2012-07-12,"1,898 ","스트리트 댄스 2: 라틴배틀","장편",39394,85,281712000,39394,133,2835,"일반영화","2012-07-12","영국","판씨네마㈜","12세이상관람가",2,"드라마","멜로/로맨스","",2,"맥스 기와","다니아 파스퀴니","",4,"폴크 헨쉘","소피아 부텔라","조지 샘슨"
"297","그날본꽃의이름을우리는아직모른다",2014-02-20,"1,899 ","그날 본 꽃의 이름을 우리는 아직 모른다","장편",39349,99,281962500,39349,49,1356,"다양성영화","2014-02-20","일본","(주)박수엔터테인먼트","12세이상관람가",4,"애니메이션","드라마","판타지",1,"나가이 타츠유키","","",3,"이리노 미유","사쿠라이 타카히로","하야미 사오리"
"326","그레이브인카운터",2012-08-01,"1,900 ","그레이브 인카운터","장편",39266,93,286146000,40515,63,1400,"일반영화","2012-08-01","캐나다","(주)팝엔터테인먼트","15세이상관람가",3,"공포(호러)","스릴러","미스터리",1,"더 비셔우스 브라더스","","",3,"숀 로저슨","주안 리딩거","맥켄지 그레이"
"1824","비상",2006-12-14,"1,901 ","비상","장편",39072,100,217973600,38990,19,882,"다양성영화","2006-12-14","한국","(주)이모션픽처스","전체관람가",1,"다큐멘터리","","",1,"임유철","","",14,"오만석","김치우","최태욱"
"1825","비상",2006-12-14,"1,901 ","비상","장편",39072,100,217973600,38990,19,882,"다양성영화","2009-12-03","한국","(주)성원아이컴","청소년관람불가",3,"액션","드라마","멜로/로맨스",1,"박정훈","","",24,"김범","오재균","김별"
"1083","레이디킬러",2004-06-04,"1,902 ","레이디킬러","장편",38883,104,167859500,25005,22,1086,"일반영화","2004-06-04","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세관람가",1,"코미디","","",2,"조엘 코엔","에단 코엔","",2,"톰 행크스","일마 P. 홀",""
"3638","탑블레이드더무비",2009-01-15,"1,903 ","탑 블레이드 더 무비","장편",38862,70,228180500,38349,116,3517,"일반영화","2009-01-15","일본","롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션","전체관람가",1,"애니메이션","","",2,"야스미 테츠오","카와세 토시후미","",2,"나가사와 나오","쿠마이 모토코",""
"255","구구는고양이다",2008-10-16,"1,904 ","구구는 고양이다","장편",38658,115,265524500,39003,16,1104,"다양성영화","2008-10-16","일본","씨제이엔터테인먼트(주)","전체관람가",2,"코미디","드라마","",1,"이누도 잇신","","",3,"코이즈미 쿄코","카세 료","우에노 주리"
"1307","말하는건축가",2012-03-08,"1,905 ","말하는 건축가","장편",38653,93,309042700,39547,21,1612,"다양성영화","2012-03-08","한국","(주)두타연,(주)미디어데이","전체관람가",1,"다큐멘터리","","",1,"정재은","","",3,"정기용","승효상","유걸"
"442","끝과시작",2013-04-04,"1,906 ","끝과 시작","장편",38432,88,274332000,38734,185,5711,"다양성영화","2013-04-04","한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가",2,"멜로/로맨스","드라마","",1,"민규동","","",3,"엄정화","황정민","김효진"
"3844","펀치레이디",2007-10-25,"1,907 ","펀치레이디","장편",38254,121,243405000,37518,202,6249,"일반영화","2007-10-25","한국","(주)프라임엔터테인먼트","15세이상관람가",2,"드라마","코미디","",1,"강효진","","",21,"도지원","손현주","박상욱"
"2304","식코",2008-04-03,"1,908 ","식코","장편",38096,123,245434000,37900,30,2032,"다양성영화","2008-04-03","미국","(주)스폰지이엔티","12세이상관람가",1,"다큐멘터리","","",1,"마이클 무어","","",1,"마이클 무어","",""
"3169","쟈니잉글리쉬2네버다이",2011-11-02,"1,909 ","쟈니 잉글리쉬2 : 네버다이","장편",37823,101,269751500,37823,139,3546,"일반영화","2011-11-02","미국","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가",1,"코미디","","",1,"올리버 파커","","",2,"질리언 앤더슨","로완 앳킨슨",""
"449","나누와실라의대모험",2007-08-15,"1,910 ","나누와 실라의 대모험","장편",37676,84,209011500,37676,29,1358,"일반영화","2007-08-15","미국","(주)프라임엔터테인먼트","전체관람가",1,"다큐멘터리","","",2,"사라 로버슨","아담 라베치","",2,"퀸 라티파","서민정",""
"2145","슈퍼노바지구탈출기",2014-02-13,"1,911 ","슈퍼노바 지구 탈출기","장편",37547,89,245845000,37547,230,2043,"일반영화","2014-02-13","미국","(주)영화사 빅","전체관람가",5,"애니메이션","어드벤처","코미디",1,"캘런 브런커","","",3,"제시카 알바","브렌든 프레이저","사라 제시카 파커"
"3230","조제호랑이그리고물고기들",2004-10-29,"1,912 ","조제, 호랑이 그리고 물고기들","장편",37258,116,336267000,52850,15,1483,"다양성영화","2004-10-29","일본","(주)스폰지이엔티","15세관람가",1,"드라마","","",1,"이누도 잇신","","",2,"츠마부키 사토시","이케와키 치즈루",""
"1933","사이드이펙트",2013-07-11,"1,913 ","사이드 이펙트","장편",37134,105,258850000,37158,172,2827,"일반영화","2013-07-11","미국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가",3,"스릴러","범죄","드라마",1,"스티븐 소더버그","","",5,"주드 로","루니 마라","채닝 테이텀"
"3896","폭풍우치는밤에비밀친구",2013-05-01,"1,914 ","폭풍우 치는 밤에: 비밀 친구","장편",37112,89,249369500,38247,231,2014,"일반영화","2013-05-01","일본","(주)마인스 엔터테인먼트","전체관람가",1,"애니메이션","","",1,"아미노 테츠로","","",3,"갈소원","요시노 히로유키","쿠기미야 리에"
"2820","옥희의영화",2010-09-16,"1,915 ","옥희의 영화","장편",37086,80,281632900,36603,24,1956,"다양성영화","2010-09-16","한국","(주)스폰지이엔티","청소년관람불가",2,"드라마","멜로/로맨스","",1,"홍상수","","",7,"이선균","정유미","문성근"
"1992","서바이빙크리스마스",2004-12-24,"1,916 ","서바이빙 크리스마스","장편",36875,91,174371500,27082,35,886,"일반영화","2004-12-24","미국","씨제이엔터테인먼트(주)","12세관람가",1,"코미디","","",1,"마이크 미첼","","",3,"제임스 갠돌피니","벤 애플렉","캐서린 오하라"
"2654","에코플래닛3D지구구출특급대작전",2013-10-09,"1,917 ","에코 플래닛 3D : 지구 구출 특급 대작전","장편",36811,82,232488000,37027,184,1682,"다양성영화","2013-10-09","태국","(주)인벤트스톤","전체관람가",1,"애니메이션","","",1,"콤핀 켐군니르드","","",0,"","",""
"1627","백프로",2014-04-03,"1,918 ","백프로","장편",36792,109,284106600,37909,236,4915,"일반영화","2014-04-03","한국","(주)마인스 엔터테인먼트","15세이상관람가",2,"코미디","드라마","",1,"김명균","","",10,"윤시윤","여진구","천호진"
"2609","언더월드라이칸의반란",2009-09-03,"1,919 ","언더월드: 라이칸의 반란","장편",36737,92,269183000,36190,49,2753,"일반영화","2009-09-03","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","청소년관람불가",4,"판타지","액션","스릴러",1,"패트릭 타투포우로스","","",3,"마이클 쉰","로나 미트라","빌 나이히"
"3751","파가니니악마의바이올리니스트",2014-04-23,"1,920 ","파가니니: 악마의 바이올리니스트","장편",36729,118,270320700,36729,100,2253,"다양성영화","2014-04-23","독일","씨너스엔터테인먼트(주)","15세이상관람가",2,"드라마","뮤지컬","",1,"버나드 로즈","","",3,"데이비드 가렛","자레드 해리스","조엘리 리처드슨"
"371","극장판썬더일레븐GOVS골판지전사W",2013-06-05,"1,921 ","극장판 썬더일레븐 GO VS 골판지 전사 W","장편",36492,90,240929500,36492,99,1061,"일반영화","2013-06-05","일본","씨제이이앤엠(주)","전체관람가",1,"애니메이션","","",1,"미야오 요시카즈","","",0,"","",""
"131","가필드펫포스3D",2011-01-27,"1,922 ","가필드 펫 포스 3D","장편",36420,73,385987000,36454,69,1672,"일반영화","2011-01-27","미국","(주)화앤담이엔티","전체관람가",3,"애니메이션","코미디","가족",1,"마크 A.Z. 디페","","",2,"엄상현","김영선",""
"143","갓파쿠와여름방학을",2008-06-26,"1,923 ","갓파 쿠와 여름방학을","장편",36274,138,213401500,36274,21,1025,"다양성영화","2008-06-26","일본","㈜메가박스","전체관람가",3,"애니메이션","드라마","판타지",1,"하라 케이이치","","",2,"요코카와 다카히로","도미자와 가자토",""
"770","더스토리세상에숨겨진사랑",2012-12-06,"1,924 ","더 스토리: 세상에 숨겨진 사랑","장편",36068,102,267561500,36849,103,1862,"다양성영화","2012-12-06","미국","(주)에스비에스콘텐츠허브","15세이상관람가",3,"드라마","스릴러","멜로/로맨스",2,"브라이언 클러그만","리 스턴탈","",5,"브래들리 쿠퍼","조 샐다나","제레미 아이언스"
"1246","마법의세계녹터나",2009-08-27,"1,925 ","마법의 세계 녹터나","장편",35959,80,235851500,36078,154,3305,"일반영화","2009-08-27","스페인","롯데쇼핑㈜롯데엔터테인먼트","전체관람가",5,"애니메이션","어드벤처","가족",2,"아드리아 가르시아","빅터 말도나도","",1,"박지빈","",""
"2200","스타스키와허치",2004-04-30,"1,926 ","스타스키와 허치","장편",35908,100,93939500,14212,28,909,"일반영화","2004-04-30","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세관람가",1,"액션","","",1,"토드 필립스","","",2,"오웬 윌슨","벤 스틸러",""
"3279","지구대표롤링스타즈",2011-03-24,"1,927 ","지구대표 롤링스타즈","장편",35578,83,230047000,35578,171,2326,"일반영화","2011-03-24","한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가",1,"애니메이션","","",1,"임상준","","",4,"류덕환","류승룡","심은경"
"3075","인게이지먼트",2005-03-11,"1,928 ","인게이지먼트","장편",35400,134,203212500,31185,70,2635,"일반영화","2005-03-11","프랑스","워너브러더스 (주)","15세관람가",3,"드라마","전쟁","미스터리",1,"장 피에르 주네","","",2,"오드리 토투","가스파르 울리엘",""
"1840","비투스",2008-04-09,"1,929 ","비투스","장편",35354,121,231362500,35397,15,1395,"다양성영화","2008-04-09","스위스","이미지팩토리","전체관람가",2,"드라마","판타지","",1,"프레디 M 뮤러","","",1,"테오 게오르규","",""
"1446","문라이즈킹덤",2013-01-31,"1,930 ","문라이즈 킹덤 ","장편",35328,94,282976200,36288,37,1422,"다양성영화","2013-01-31","미국","(주)영화사 진진","15세이상관람가",3,"코미디","어드벤처","멜로/로맨스",1,"웨스 앤더슨","","",7,"브루스 윌리스","에드워드 노튼","빌 머레이"
"2986","위핏",2010-02-18,"1,931 ","위핏","장편",35241,111,220733500,34507,124,3906,"일반영화","2010-02-18","미국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가",2,"드라마","코미디","",1,"드류 베리모어","","",3,"엘렌 페이지","드류 베리모어","마샤 가이 하든"
"3339","처음본그녀에게프로포즈하기",2009-09-09,"1,932 ","처음 본 그녀에게 프로포즈하기","장편",35213,91,253995000,34689,169,5926,"일반영화","2009-09-09","미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",2,"코미디","멜로/로맨스","",1,"마이클 이안 블랙","","",2,"제이슨 빅스","아일라 피셔",""
"344","그시절우리가좋아했던소녀",2012-08-22,"1,933 ","그 시절, 우리가 좋아했던 소녀","장편",34995,107,248649570,35035,113,2227,"다양성영화","2012-08-22","대만","씨너스엔터테인먼트(주),㈜미로비젼","15세이상관람가",1,"멜로/로맨스","","",1,"구파도","","",3,"가진동","진연희","언승우"
"3125","임피원더랜드가다",2009-06-11,"1,934 ","임피 원더랜드 가다","장편",34995,82,211487500,34474,64,1416,"일반영화","2009-06-11","독일","씨제이 씨지브이(CJ CGV)(주)","전체관람가",3,"애니메이션","어드벤처","가족",2,"라인하르트 클루스","호거 태프","",5,"앙케 엥겔케","임주현","전숙경"
"911","드래곤헌터",2013-01-24,"1,935 ","드래곤 헌터","장편",34984,82,219090000,34984,105,1973,"일반영화","2013-01-24","프랑스","롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)","전체관람가",2,"애니메이션","어드벤처","",2,"기욤 이베르넬","아르튀르 크왁","",3,"장광","김기리","박지윤"
"1414","몬스터왕국",2014-05-01,"1,936 ","몬스터 왕국","장편",34888,78,254708600,37582,160,1824,"일반영화","2014-05-01","스웨덴","씨너스엔터테인먼트(주)","전체관람가",2,"애니메이션","어드벤처","",1,"에스벤 토프트 야콥슨","","",1,"김준호","",""
"637","누구의딸도아닌해원",2013-02-28,"1,937 ","누구의 딸도 아닌 해원","장편",34876,90,273384900,35519,36,2372,"다양성영화","2013-02-28","한국","(주)영화제작전원사 ,(주)영화사 조제","청소년관람불가",1,"드라마","","",1,"홍상수","","",9,"정은채","이선균","김자옥"
"1423","뫼비우스",2013-09-05,"1,938 ","뫼비우스","장편",34740,89,255508579,35348,128,4032,"다양성영화","2013-09-05","한국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가",1,"드라마","","",1,"김기덕","","",5,"조재현","서영주","이은우"
"802","더헌트",2013-01-24,"1,939 ","더 헌트","장편",34724,115,264176000,34938,37,1553,"다양성영화","2013-01-24","덴마크","(주)엣나인필름,씨너스엔터테인먼트(주)","15세이상관람가",1,"드라마","","",1,"토마스 빈터베르그","","",4,"매즈 미켈슨","토마스 보 라센","알렉산드라 라파포르"
"4018","하비의마지막로맨스",2010-10-28,"1,941 ","하비의 마지막 로맨스","장편",34670,92,248041000,34132,43,2305,"다양성영화","2010-10-28","미국","(주)영화사 진진","12세이상관람가",2,"멜로/로맨스","드라마","",1,"조엘 홉킨스","","",2,"더스틴 호프만","엠마 톰슨",""
"3020","음모자",2011-06-30,"1,942 ","음모자","장편",34625,123,263503000,34625,37,1399,"다양성영화","2011-06-30","미국","판씨네마㈜","12세이상관람가",1,"드라마","","",1,"로버트 레드포드","","",4,"로빈 라이트","노먼 리더스","케빈 클라인"
"2415","아무도모른다",2005-04-01,"1,943 ","아무도 모른다","장편",34515,140,215589000,33799,12,1281,"다양성영화","2005-04-01","일본","(주)동숭아트센터","전체관람가",1,"드라마","","",1,"고레에다 히로카즈","","",2,"키타우라 아유","야기라 유야",""
"3997","필로미나의기적",2014-04-16,"1,944 ","필로미나의 기적","장편",34501,98,276378600,38053,194,3451,"다양성영화","2014-04-16","영국","씨네그루(주)다우기술","12세이상관람가",1,"드라마","","",1,"스티븐 프리어스","","",2,"주디 덴치","스티브 쿠건",""
"4002","핑크팬더",2006-04-13,"1,945 ","핑크 팬더","장편",34450,92,166601100,27354,84,2840,"일반영화","2006-04-13","미국","이십세기폭스코리아(주)","12세관람가",2,"코미디","범죄","",1,"숀 레비","","",2,"스티브 마틴","케빈 클라인",""
"2907","우리학교",2007-03-29,"1,946 ","우리 학교","장편",34439,131,210896100,34413,15,1601,"다양성영화","2007-03-29","한국","(주)영화사 진진,아트플러스시네마네트워크","전체관람가",1,"다큐멘터리","","",1,"김명준","","",34,"조경래","김화수","조명수"
"3642","태양의노래",2007-02-22,"1,947 ","태양의 노래","장편",34427,118,192315000,32156,81,2566,"일반영화","2007-02-22","일본","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가",1,"드라마","","",1,"코이즈미 노리히로","","",2,"츠카모토 타카시","유이",""
"203","고독이몸부림칠때",2004-03-19,"1,948 ","고독이 몸부림칠 때","장편",34349,97,68938500,10745,20,826,"일반영화","2004-03-19","한국","쇼박스㈜미디어플렉스,영화사풍년상회(주)","15세관람가",1,"코미디","","",1,"이수인","","",11,"주현","선우용녀","김무생"
"2462","아이엠러브",2011-01-20,"1,949 ","아이 엠 러브","장편",34269,120,279113500,35368,17,1169,"다양성영화","2011-01-20","이탈리아","(주)영화사 조제","청소년관람불가",2,"드라마","멜로/로맨스","",1,"루카 구아다그니노","","",4,"플라비오 파렌티","틸다 스윈튼","에도아르도 가브리엘리니"
"3265","줄리줄리아",2009-12-10,"1,950 ","줄리 & 줄리아","장편",34097,122,255486000,34093,34,1450,"일반영화","2009-12-10","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가",1,"드라마","","",1,"노라 에프론","","",2,"메릴 스트립","에이미 애덤스",""
"3986","피아노의숲",2008-10-30,"1,951 ","피아노의 숲","장편",34012,100,215259500,34027,26,1496,"다양성영화","2008-10-30","일본","(주)이모션픽처스","전체관람가",3,"애니메이션","드라마","판타지",1,"코지마 마사유키","","",2,"우에토 아야","카미키 류노스케",""
"1853","빅웨딩",2013-06-27,"1,952 ","빅 웨딩","장편",33993,87,231885500,33993,166,2838,"일반영화","2013-06-27","미국","(주)나이너스엔터테인먼트","청소년관람불가",2,"멜로/로맨스","코미디","",1,"저스틴 잭햄","","",8,"아만다 사이프리드","벤 반스","로버트 드니로"
"1696","복숭아나무",2012-10-31,"1,953 ","복숭아나무","장편",33884,106,240103112,33884,201,5071,"일반영화","2012-10-31","한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가",1,"멜로/로맨스","","",1,"구혜선","","",5,"조승우","류덕환","남상미"
"2795","오직사랑하는이들만이살아남는다",2014-01-09,"1,954 ","오직 사랑하는 이들만이 살아남는다","장편",33579,123,255137843,33794,44,1502,"다양성영화","2014-01-09","영국","찬란","15세이상관람가",2,"드라마","멜로/로맨스","",1,"짐 자무시","","",5,"톰 히들스턴","틸다 스윈튼","미아 와시코브스카"
"1251","마스터",2013-07-11,"1,955 ","마스터 ","장편",33505,137,268612300,35175,39,1449,"다양성영화","2013-07-11","미국","(주)영화사 진진","청소년관람불가",1,"드라마","","",1,"폴 토마스 앤더슨","","",3,"호와킨 피닉스","필립 세이무어 호프먼","에이미 애덤스"
"1298","만신",2014-03-06,"1,956 ","만신","장편",33481,104,270951300,36014,88,2838,"다양성영화","2014-03-06","한국","(주)엣나인필름","15세이상관람가",2,"다큐멘터리","드라마","",1,"박찬경","","",8,"김새론","류현경","문소리"
"3507","코난암흑의시대",2012-04-05,"1,957 ","코난: 암흑의 시대","장편",33469,112,260491000,33683,198,4220,"일반영화","2012-04-05","미국","씨제이이앤엠(주)","청소년관람불가",2,"판타지","액션","",1,"마커스 니스펠","","",5,"제이슨 모모아","레이첼 니콜스","스티븐 랭"
"1615","배틀오브비보이",2014-01-09,"1,958 ","배틀 오브 비보이","장편",33360,109,221985500,34261,81,898,"일반영화","2014-01-09","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가",1,"드라마","","",1,"벤슨 리","","",2,"조쉬 펙","조쉬 홀로웨이",""
"79","IAM",2012-06-21,"1,959 ","I AM","장편",32988,116,245731000,33008,137,2683,"일반영화","2012-06-21","한국","씨제이이앤엠(주)","전체관람가",1,"다큐멘터리","","",1,"최진성","","",1,"정윤호","",""
"20","19Nineteen",2009-11-12,"1,960 ","19-Nineteen","장편",32986,103,208491500,32433,64,1874,"일반영화","2009-11-12","한국","씨제이엔터테인먼트(주)","12세이상관람가",1,"드라마","","",1,"장용우","","",6,"T.O.P","승리","허이재"
"3445","카사노바",2006-03-10,"1,961 ","카사노바","장편",32904,111,196850800,29815,19,1158,"일반영화","2006-03-10","미국","브에나비스타인터내셔널코리아","15세관람가",2,"멜로/로맨스","코미디","",1,"라세 할스트롬","","",1,"히스 레저","",""
"2288","시작은키스",2012-06-14,"1,962 ","시작은 키스!","장편",32626,108,251140000,32751,29,1151,"다양성영화","2012-06-14","프랑스","판씨네마㈜","12세이상관람가",2,"코미디","멜로/로맨스","",2,"다비드 포앙키노스","스테판 포엔키노스","",3,"오드리 토투","프랑수아 다미앙","브뤼노 토데쉬니"
"1456","뮤턴트다크에이지",2009-01-08,"1,963 ","뮤턴트: 다크 에이지","장편",32267,111,212833500,31233,102,3570,"일반영화","2009-01-08","미국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가",3,"액션","어드벤처","SF",1,"사이먼 헌터","","",2,"론 펄먼","토마스 제인",""
